Player Name,Team,Goals Conceded by team per season,League,POS,GP,MIN,ST,ON,OFF,Y,YR,R,G,A,SA,AOP,ASP,S,SOG,30,CR,ACR,CC,BCC,CCOP,CCSP,BLK,TKL,TKLW,FC,FS,P,AP,A66,AW,BR,DR,DW,EG,ES,IBS,IBSOG,IBG,OBS,OBSOG,OBG,AOG,APW,DSP,OWN,TOUCH,TBOX,PFT,DL,AFZP,BLKCR,PENT,CLR43,POSL,LPOPP,PK,PKG,PKM,PKSVD,FKCR,FKACR,CRN,CRNCR,CRNW,FKS,FKSOG,FKG,GC,CS,SV,IBSV,OBSV,AKS,PKC,PKF,PKSV,CL,ECL,PUNCH,ALB,ATB,LMT,TOFF,BCM,BCS,ATTDR
Harry Maguire,LEI,60,EPL,D,38,3420,38,0,0,7,0,0,2,4,0,1,3,30,8,48,15,2,18,5,14,0,28,63,46,34,30,1363,1740,2,119,269,51,263,0,1,25,7,2,5,1,0,0,0,18,0,2315,84,204,136,552,5,35,0,460,256,0,0,0,0,0,0,0,0,9,0,0,0,60,9,0,0,0,0,2,0,0,176,176,0,173,1,1,4,3,1,60
Jack Cork,BRN,39,EPL,M,38,3420,38,0,0,7,0,0,2,1,0,1,0,15,5,40,19,4,19,0,16,2,15,59,46,23,54,1276,1581,2,58,242,31,195,1,0,9,5,2,6,0,0,0,0,46,0,2099,21,296,198,692,5,46,0,449,126,0,0,0,0,0,0,2,2,4,0,0,0,39,12,0,0,0,0,0,0,0,80,80,0,86,0,0,1,0,2,41
Jonas Lossl,HUD,58,EPL,G,38,3420,38,0,0,1,0,0,0,1,0,1,0,0,0,4,0,0,3,1,2,0,0,1,0,0,6,723,1284,0,15,345,3,24,3,3,0,0,0,0,0,0,0,0,0,1,1592,0,98,8,295,0,40,0,568,297,0,0,0,0,0,0,0,0,1,0,0,0,58,10,103,65,36,23,0,6,2,37,37,24,419,0,0,0,0,0,3
Zanka,HUD,58,EPL,D,38,3420,38,0,0,6,0,0,0,2,0,1,1,13,3,79,0,0,9,1,7,0,20,55,36,45,9,1198,1561,0,88,166,3,154,1,4,11,3,0,2,0,0,0,0,0,0,2078,28,133,152,405,8,23,0,382,213,0,0,0,0,0,0,0,0,3,0,0,0,58,10,0,0,0,0,1,0,0,240,240,0,104,1,0,2,4,0,3
Gianluigi Donnarumma,MIL,42,SERI,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,3,836,1085,0,5,290,1,8,3,4,0,0,0,0,0,0,0,0,0,1,1405,2,14,0,74,0,1,0,256,75,0,0,0,0,0,0,0,0,0,0,0,0,42,12,91,56,35,8,0,3,0,34,34,21,247,0,0,0,0,0,1
42an Skriniar,INT,30,SERI,D,38,3420,38,0,0,2,0,0,4,0,1,0,0,21,10,35,0,0,8,0,8,0,26,86,55,40,29,2170,2380,0,69,280,19,198,0,0,17,7,4,4,3,0,0,0,15,1,2860,30,127,128,678,8,14,0,247,337,0,0,0,0,0,0,0,0,2,0,0,0,30,17,0,0,0,0,0,0,0,172,172,0,101,2,0,0,2,3,19
Asmir Begovic,BOU,61,EPL,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,7,485,945,0,11,349,0,15,5,2,0,0,0,0,0,0,0,0,0,0,1367,0,32,6,146,0,8,0,470,149,0,0,0,0,0,0,0,0,0,0,0,0,61,6,111,65,46,11,1,3,1,37,37,20,244,0,0,0,0,0,0
Benjamin Lec47te,MON,33,FRAN,G,38,3420,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,1,3,4,597,928,0,20,387,1,25,0,1,0,0,0,0,0,0,0,0,0,0,1354,0,33,2,164,0,4,0,346,168,0,0,0,0,0,0,0,0,0,0,0,0,33,14,87,50,34,6,1,6,0,29,29,16,310,0,0,0,0,0,1
Baptiste Reynet,DIJ,73,FRAN,G,38,3420,38,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,6,4,0,7,977,1416,0,15,413,3,27,0,1,0,0,0,0,0,0,0,0,0,0,1907,0,66,5,221,0,9,0,449,223,0,0,0,0,0,0,0,0,0,0,0,0,73,5,131,75,55,34,0,14,3,44,44,8,384,0,0,0,0,0,3
Mathew Ryan,BHA,54,EPL,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,505,1053,0,13,335,0,13,2,1,0,0,0,0,0,0,0,0,0,0,1387,0,49,3,270,0,10,0,562,272,0,0,0,0,0,0,0,0,0,0,0,0,54,10,124,73,50,4,0,3,2,23,23,13,364,0,0,0,0,0,0
Alex Cordaz,CRO,66,SERI,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,2,456,1081,0,8,353,0,8,3,1,0,0,0,0,0,0,0,0,0,0,1390,0,76,0,265,0,20,0,632,264,0,0,0,0,0,0,0,0,0,0,0,0,66,5,139,77,56,5,0,8,1,38,38,22,341,0,0,0,0,0,0
Karl-Johan Johnsson,GUI,59,FRAN,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,6,595,1015,0,14,324,1,16,2,2,0,0,0,0,0,0,0,0,0,0,1368,0,60,2,218,0,12,0,429,219,0,0,0,0,0,0,0,0,0,0,0,0,59,11,114,64,49,13,0,7,2,27,27,13,316,0,0,0,0,0,1
Stefano Sorrentino,CHI,59,SERI,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,601,1015,0,7,317,0,14,2,1,0,0,0,0,0,0,0,0,0,0,1412,0,19,1,127,0,3,0,419,128,0,0,0,0,0,0,0,0,0,0,0,0,59,7,133,77,55,5,0,7,3,37,37,14,290,0,0,0,0,0,0
60ir Handanovic,INT,30,SERI,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,699,870,0,10,301,0,11,0,1,0,0,0,0,0,0,0,0,0,1,1268,0,5,1,43,0,0,0,181,46,0,0,0,0,0,0,0,0,0,0,0,0,30,17,93,57,34,9,1,2,0,15,15,8,157,0,0,0,0,0,0
Jordan Pickford,EVE,58,EPL,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,0,0,0,0,1,6,517,1162,0,18,393,0,22,2,3,1,0,0,0,0,0,0,0,0,0,1556,1,147,4,278,0,35,0,658,279,0,0,0,0,0,0,0,0,0,0,0,0,58,10,121,70,50,14,1,5,1,49,49,22,336,0,0,0,0,0,0
Lukasz Fabianski,SWA,56,EPL,G,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,593,1112,0,15,365,0,17,0,2,0,0,0,0,0,0,0,0,0,0,1497,0,40,4,240,0,12,0,524,243,0,0,0,0,0,0,0,0,0,0,0,0,56,9,137,91,45,10,0,6,3,25,25,15,339,0,0,0,0,0,0
Thomas Strakosha,LAZ,49,SERI,G,38,3420,38,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,5,721,1010,0,7,305,0,12,2,2,0,0,0,0,0,0,0,0,0,0,1377,1,23,2,123,0,7,0,298,123,0,0,0,0,0,0,0,0,0,0,0,0,49,11,113,62,50,13,0,10,1,24,24,11,294,0,0,0,0,0,1
Alfie Mawson,SWA,56,EPL,D,38,3420,38,0,0,3,0,0,2,1,0,1,0,20,6,34,2,1,5,1,4,0,32,32,22,19,11,1415,1743,1,122,219,23,186,1,4,17,4,2,3,2,0,0,0,14,0,2211,40,110,117,364,7,20,1,366,213,0,0,0,0,0,0,0,0,3,0,0,0,56,9,0,0,0,0,0,0,0,222,222,0,190,1,0,1,3,1,26
Alban Lafont,TFC,54,FRAN,G,38,3420,38,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,1,6,651,1098,0,6,355,1,13,3,2,1,0,0,0,0,0,0,0,0,0,1458,1,81,4,274,0,7,0,455,275,0,0,0,0,0,0,0,0,2,0,0,0,54,12,107,64,43,29,1,6,0,35,35,15,348,0,0,0,0,0,1
Lewis Dunk,BHA,54,EPL,D,38,3420,38,0,0,7,0,0,1,1,0,0,1,27,9,70,7,2,11,1,10,0,58,66,33,36,17,1171,1496,2,122,251,10,213,0,2,25,8,1,2,1,0,0,0,8,4,2097,43,100,142,292,7,31,2,374,161,0,0,0,0,0,0,0,0,6,1,0,0,54,10,0,0,0,0,0,0,0,222,222,0,164,1,1,0,3,1,13
Francesco Acerbi,SAS,59,SERI,D,38,3420,38,0,0,4,0,0,0,0,0,0,0,15,2,88,12,3,10,1,10,0,21,51,32,31,32,1367,1607,3,104,261,17,203,0,1,10,2,0,5,0,0,0,0,9,1,2222,21,177,99,498,11,23,0,300,231,0,0,0,0,0,0,0,0,7,0,0,0,59,10,0,0,0,0,1,0,0,244,244,0,189,0,0,1,3,0,23
Gerard Moreno,ESP,42,LIGA,F,38,3413,38,0,1,4,0,0,16,1,0,1,0,105,48,19,39,3,44,7,42,0,6,41,28,56,78,838,1197,3,138,146,63,314,0,0,86,42,15,19,6,1,0,0,80,0,1919,205,284,384,567,0,88,0,641,42,2,1,0,1,0,0,0,0,22,2,0,0,42,11,0,0,0,0,0,0,0,46,46,0,74,5,0,36,11,11,113
Ahmed Hegazi,WBA,56,EPL,D,38,3387,38,0,1,4,0,0,2,0,0,0,0,14,4,58,10,3,7,0,7,0,37,58,38,24,12,868,1185,3,104,183,22,192,1,1,12,4,2,2,0,0,0,0,8,0,1765,36,93,145,280,8,26,1,361,190,0,0,0,0,0,0,0,0,3,0,0,0,55,10,0,0,0,0,0,0,0,270,270,0,136,0,0,2,2,2,29
44aud Cohade,MET,76,FRAN,M,38,3302,38,0,4,5,0,0,1,3,3,3,0,37,7,53,66,21,43,4,37,3,10,146,89,52,27,1516,1931,17,87,265,30,289,0,0,5,1,0,32,6,1,0,0,40,0,2667,27,477,280,955,9,130,0,605,183,0,0,0,0,7,1,8,5,13,0,0,0,71,4,0,0,0,0,0,0,0,79,79,0,171,0,0,3,0,0,53
Jose Maria Callejon,NAP,29,SERI,F/M,38,3246,38,0,16,3,0,0,10,10,2,6,4,64,32,22,204,42,74,12,49,15,5,32,27,28,47,1214,1440,13,24,158,11,112,0,0,52,28,9,12,4,1,2,0,22,0,2040,142,469,145,905,1,233,0,480,23,0,0,0,0,0,0,148,116,33,0,0,0,26,11,0,0,0,0,0,0,0,30,30,0,56,1,0,18,14,5,30
Fernando Pacheco,ALA,50,LIGA,G,38,3357,37,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,480,952,0,6,297,1,8,3,1,0,0,0,0,0,0,0,0,0,0,1237,0,45,0,263,0,6,0,479,264,0,0,0,0,0,0,0,0,0,0,0,0,50,12,123,76,47,11,0,10,2,23,23,11,345,0,0,0,0,0,1
Nathan Ake,BOU,61,EPL,D,38,3353,37,1,1,5,0,0,2,3,0,2,1,18,8,49,5,1,9,2,6,0,24,54,33,27,19,1333,1591,1,104,177,10,186,0,2,18,8,2,0,0,0,0,0,6,0,2104,47,118,143,375,17,20,1,285,204,0,0,0,0,0,0,0,0,2,0,0,0,59,6,0,0,0,0,0,0,0,228,228,0,86,0,2,2,3,1,11
Pepe Reina,NAP,29,SERI,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,1,3,813,1008,0,8,278,0,10,0,2,0,0,0,0,0,0,0,0,0,0,1300,0,3,2,39,0,2,0,202,40,0,0,0,0,0,0,0,0,0,0,0,0,29,18,70,37,31,20,0,2,0,20,20,7,228,0,0,0,0,0,0
Ciprian Tatarusanu,NAN,41,FRAN,G,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,3,514,911,0,14,327,0,16,1,2,0,0,0,0,0,0,0,0,0,0,1277,0,24,4,182,0,7,0,406,184,0,0,0,0,0,0,0,0,0,0,0,0,38,12,98,56,40,7,1,3,0,38,38,24,264,0,0,0,0,0,1
Regis Gurtner,ASC,42,FRAN,G,37,3330,37,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,9,550,1157,0,10,378,2,17,1,1,0,0,0,0,0,0,0,0,0,0,1488,0,59,2,273,0,6,0,610,273,0,0,0,0,0,0,0,0,0,0,0,0,41,11,132,67,63,7,1,4,0,32,32,17,344,0,0,0,0,0,2
Salva46e Sirigu,TOR,46,SERI,G,37,3330,37,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,729,1108,0,15,330,2,20,0,3,0,0,0,0,0,0,0,0,0,0,1539,0,17,1,127,0,4,0,385,127,0,0,0,0,0,0,0,0,0,0,0,0,45,10,113,63,50,16,0,8,3,47,47,12,306,0,0,0,0,0,2
Alisson,ROM,28,SERI,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,1,3,855,1083,0,8,374,6,18,0,4,0,0,0,0,0,0,0,0,0,0,1527,0,28,1,103,0,3,0,237,109,0,0,0,0,0,0,0,0,0,0,0,0,28,17,109,67,40,40,0,5,2,37,37,17,275,0,0,0,0,0,6
David Lopez,ESP,42,LIGA,M/D,37,3330,37,0,0,6,0,0,1,0,0,0,0,14,6,67,3,0,7,1,7,0,26,67,49,45,25,1556,1913,0,65,240,7,160,0,0,12,5,1,2,1,0,0,0,11,0,2376,27,144,135,504,4,29,2,401,284,0,0,0,0,0,0,0,0,5,0,0,0,41,12,0,0,0,0,2,0,0,157,157,0,158,0,1,2,2,1,12
Marc-Andre ter Stegen,BAR,29,LIGA,G,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,883,1110,0,3,284,1,5,0,1,0,0,0,0,0,0,0,0,0,0,1459,0,8,2,45,0,3,0,236,47,0,0,0,0,0,0,0,0,0,0,0,0,28,19,98,61,37,17,0,2,0,26,26,14,229,0,0,0,0,0,1
Jan Oblak,ATM,22,LIGA,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,3,401,799,0,5,284,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1074,0,16,3,145,0,12,0,408,147,0,0,0,0,0,0,0,0,0,0,0,0,22,22,109,54,51,3,1,4,3,12,12,5,215,0,0,0,0,0,3
Ben Foster,WBA,56,EPL,G,37,3330,37,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,1,3,497,1079,0,5,330,2,11,0,1,0,0,0,0,0,0,0,0,0,0,1325,0,125,8,316,0,25,0,593,319,0,0,0,0,0,0,0,0,1,0,0,0,55,10,100,54,44,14,0,1,0,17,17,5,367,0,0,0,0,0,2
Mattia Perin,GEN,43,SERI,G,37,3330,37,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,663,1141,0,9,356,0,11,1,1,0,0,0,0,0,0,0,0,1,0,1473,0,51,2,236,0,10,0,487,235,0,0,0,0,0,0,0,0,0,0,0,0,42,12,128,60,67,5,0,4,0,32,32,18,375,0,0,0,0,0,0
Cesar Azpilicueta,CHE,38,EPL,M/D,37,3330,37,0,0,1,0,0,2,6,1,6,0,13,3,54,81,16,31,11,25,0,22,80,59,25,13,2393,2759,16,81,207,6,179,0,1,6,3,2,7,0,0,0,0,7,1,3340,27,445,113,1034,16,139,1,482,236,0,0,0,0,0,0,0,0,10,0,0,0,38,15,0,0,0,0,0,0,0,119,119,0,124,7,0,1,0,2,9
David de Gea,MUN,28,EPL,G,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,542,942,0,2,292,1,6,0,3,0,0,0,0,0,0,0,0,0,0,1249,0,32,2,188,0,9,0,406,191,0,0,0,0,0,0,0,0,0,0,0,0,28,18,115,68,46,6,0,1,0,15,15,6,260,0,0,0,0,0,1
Abdoulaye Doucoure,WAT,64,EPL,M,37,3325,37,0,1,10,0,0,7,3,0,3,0,47,17,54,25,6,40,1,37,0,10,78,51,44,26,1878,2245,6,43,347,41,187,0,0,20,10,5,27,7,2,1,0,46,0,2803,70,464,202,1000,6,79,1,511,172,0,0,0,0,0,0,0,0,10,0,0,0,63,9,0,0,0,0,1,0,0,55,55,0,84,2,0,2,1,2,53
Christophe Kerbrat,GUI,59,FRAN,D,37,3321,37,0,1,4,0,0,1,0,0,0,0,7,2,62,5,1,4,0,4,0,41,60,43,11,29,1359,1636,1,42,182,5,130,0,2,5,2,1,2,0,0,0,0,6,0,2166,17,148,100,460,10,23,3,305,283,0,0,0,0,0,0,1,1,3,0,0,0,55,11,0,0,0,0,1,0,0,243,243,0,177,1,1,0,0,1,5
Andrea Consigli,SAS,59,SERI,G,37,3317,37,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,10,579,927,0,14,328,0,22,5,1,0,0,0,0,0,0,0,0,0,0,1334,0,33,4,167,0,7,0,354,170,0,0,0,0,0,0,0,0,0,0,0,0,58,10,116,64,51,10,0,3,1,45,45,18,320,0,0,0,0,0,0
Ivan Perisic,INT,30,SERI,M,37,3316,37,0,3,4,0,0,11,9,1,8,1,116,40,45,200,22,74,14,63,2,6,47,31,26,20,1047,1389,21,67,138,32,165,0,0,80,32,9,36,8,2,1,0,34,1,2180,240,390,190,729,5,211,0,657,38,0,0,0,0,1,1,14,0,71,2,0,0,27,15,0,0,0,0,0,0,0,57,57,0,45,2,0,26,11,4,53
Shane Duffy,BHA,54,EPL,D,37,3294,37,0,2,8,0,0,0,1,0,0,1,28,5,50,3,2,8,2,7,0,59,31,19,33,25,1038,1357,2,197,161,6,253,1,4,28,5,0,0,0,0,0,1,2,0,1957,66,64,137,174,5,26,4,342,115,0,0,0,0,0,0,0,0,6,0,0,0,52,9,0,0,0,0,1,0,0,326,326,0,133,0,0,7,2,0,7
Pablo Zabaleta,WHU,68,EPL,D,37,3291,37,0,2,9,0,0,0,1,0,1,0,6,1,60,71,13,17,0,15,1,13,94,65,33,34,847,1157,13,57,182,7,191,0,0,5,0,0,1,1,0,0,0,13,1,2133,22,205,159,476,27,97,0,510,137,0,0,0,0,0,0,0,0,15,0,0,0,62,10,0,0,0,0,2,0,0,123,123,0,54,1,0,1,0,0,14
Lukas Lerager,GIR,48,FRAN,M,37,3287,37,0,3,8,0,0,3,1,0,1,0,41,12,65,21,4,23,3,22,0,8,106,74,72,52,1216,1581,4,103,225,8,267,1,0,27,6,3,14,6,0,0,0,30,0,2130,74,314,251,666,3,69,0,473,144,0,0,0,0,0,0,0,0,12,0,0,0,47,9,0,0,0,0,0,0,0,61,61,0,74,0,0,5,2,2,14
Franck Kessie,MIL,42,SERI,M,37,3268,37,0,5,9,0,0,5,3,0,2,1,74,23,27,66,15,44,4,41,0,11,47,33,68,46,1462,1727,15,47,230,48,186,2,1,44,14,4,30,9,1,0,0,66,0,2382,141,485,249,937,6,97,0,508,98,4,3,0,1,0,0,3,1,32,0,0,0,40,9,0,0,0,0,2,0,0,39,39,0,60,1,0,4,3,4,75
Granit Xhaka,ARS,51,EPL,M,38,3266,37,1,7,10,0,0,1,7,2,2,5,66,17,36,102,29,39,3,22,10,9,78,57,57,42,2708,3116,1,49,261,18,184,3,1,8,0,0,58,17,1,0,0,20,0,3687,24,804,172,1707,4,194,0,555,293,0,0,0,0,15,6,89,75,14,8,2,0,50,11,0,0,0,0,0,0,0,64,64,0,189,2,0,0,0,0,24
Chri68pher Schindler,HUD,58,EPL,D,37,3266,37,0,1,6,1,1,0,1,0,0,1,10,0,74,4,0,9,3,8,0,30,83,61,30,21,1129,1389,0,154,157,2,257,0,1,10,0,0,0,0,0,1,0,1,0,1974,34,80,140,285,10,13,0,279,150,0,0,0,0,0,0,0,0,2,0,0,0,53,9,0,0,0,0,0,0,0,266,266,0,92,0,2,1,1,0,2
Nicolas Nkoulou,TOR,46,SERI,D,37,3259,37,0,2,4,0,0,2,0,0,0,0,15,4,57,1,1,6,1,6,0,22,56,39,43,28,1496,1678,1,79,259,21,181,0,1,13,4,2,2,0,0,0,0,7,0,2127,23,72,119,365,7,12,0,216,189,0,0,0,0,0,0,0,0,2,0,0,0,45,8,0,0,0,0,2,0,0,156,156,0,101,0,0,0,0,1,24
Jamie Vardy,LEI,60,EPL,F,37,3255,37,0,11,3,0,0,20,1,0,1,0,71,35,2,39,9,32,5,31,0,1,15,9,29,27,280,463,9,76,73,24,141,0,0,61,34,20,10,1,0,0,0,13,0,842,169,138,205,221,0,43,0,333,9,6,5,0,1,0,0,1,0,31,0,0,0,57,4,0,0,0,0,0,0,0,17,17,0,13,0,0,44,6,14,57
Federico Ceccherini,CRO,66,SERI,D,37,3231,37,0,2,4,0,1,1,1,0,0,1,16,4,79,4,1,10,0,9,0,22,36,22,42,36,1015,1250,1,76,183,17,162,1,0,13,3,1,3,1,0,0,0,7,0,1844,34,105,119,341,10,24,0,289,189,0,0,0,0,0,0,0,0,2,0,0,0,62,4,0,0,0,0,3,0,0,265,265,0,104,0,0,6,0,0,21
Christian Eriksen,TOT,36,EPL,M,37,3226,37,0,8,0,0,0,11,9,1,5,4,98,40,32,221,49,94,14,63,22,1,51,29,14,21,1860,2259,9,19,227,29,119,0,0,35,17,8,63,23,3,1,0,72,0,3018,97,763,176,1426,4,352,0,768,118,0,0,0,0,36,12,125,102,38,17,8,1,33,13,0,0,0,0,0,0,0,17,17,0,134,7,0,1,2,4,53
Marco Sportiello,FIO,46,SERI,G,37,3202,37,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5,591,841,0,12,311,0,15,1,3,0,0,0,0,0,0,0,0,0,0,1229,0,12,1,73,0,5,0,260,73,0,0,0,0,0,0,0,0,0,0,0,0,38,14,96,55,38,8,0,3,1,26,26,13,186,0,0,0,0,0,0
Lucas Tousart,OL,43,FRAN,M,37,3137,37,0,8,8,0,0,0,0,2,0,0,16,1,57,5,0,13,0,13,0,16,100,61,41,21,1321,1535,0,77,200,19,214,0,0,12,1,0,4,0,0,0,0,21,0,1984,24,147,173,513,7,17,0,289,124,0,0,0,0,0,0,0,0,6,0,0,0,38,11,0,0,0,0,1,0,0,71,71,0,65,1,0,0,2,0,25
Simone Padoin,CAG,61,SERI,M/D,37,3114,37,0,12,4,0,0,1,1,0,1,0,15,2,24,106,26,34,5,30,3,14,22,18,24,28,813,1032,25,10,150,12,71,0,0,6,1,1,9,1,0,0,0,21,0,1653,34,211,84,431,17,125,0,428,72,0,0,0,0,0,0,3,2,21,0,0,0,52,8,0,0,0,0,0,0,0,57,57,0,48,0,0,3,1,1,21
Benoit Costil,GIR,48,FRAN,G,36,3240,36,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,0,0,3,611,1018,0,5,311,3,10,2,2,0,0,0,0,0,0,0,0,0,0,1318,0,44,4,164,0,19,0,411,164,0,0,0,0,0,0,0,0,0,0,0,0,45,10,79,37,42,7,0,8,4,20,20,7,286,0,0,0,0,0,3
Dale Stephens,BHA,54,EPL,M,36,3240,36,0,0,6,0,0,0,3,0,2,1,18,2,64,0,0,17,2,14,0,16,103,62,50,17,1472,1759,0,28,292,18,166,0,1,6,0,0,12,2,0,0,0,18,0,2187,20,286,184,674,2,34,1,345,208,0,0,0,0,0,0,0,0,4,0,0,0,50,10,0,0,0,0,1,0,0,67,67,0,148,1,0,0,0,0,23
Luis Hernandez,MAL,61,LIGA,D,36,3240,36,0,0,8,0,0,0,1,0,0,1,4,0,77,8,2,6,1,5,0,21,49,43,42,10,1130,1413,2,48,190,3,110,1,0,4,0,0,0,0,0,0,0,4,0,1851,10,117,100,394,4,56,0,316,253,0,0,0,0,0,0,0,0,4,0,0,0,57,6,0,0,0,0,3,0,0,181,181,0,141,1,0,3,0,0,3
Kamil Glik,ASM,45,FRAN,D,36,3240,36,0,0,8,0,0,3,3,0,1,2,24,8,62,0,0,8,3,5,0,18,35,22,41,32,1359,1677,0,95,140,3,157,0,2,24,8,3,0,0,0,0,0,3,0,2188,39,86,113,378,4,29,0,340,251,0,0,0,0,0,0,0,0,3,0,0,0,37,14,0,0,0,0,1,0,0,271,271,0,151,0,0,2,3,2,4
Frederic 59lbert,SMC,52,FRAN,M/D,36,3240,36,0,0,12,0,0,1,2,1,2,0,13,3,91,127,25,16,4,12,2,13,139,90,58,37,796,1052,25,98,220,24,294,0,0,6,3,1,7,0,0,0,0,40,0,2218,13,182,233,422,20,141,0,592,128,0,0,0,0,0,0,0,0,17,0,0,0,49,13,0,0,0,0,0,0,0,120,120,0,69,0,0,1,1,1,42
Marko Dmitrovic,EIB,50,LIGA,G,36,3240,36,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,4,4,0,5,488,1065,0,15,337,5,27,2,0,0,0,0,0,0,0,0,0,1,0,1336,0,159,10,308,0,35,0,587,311,0,0,0,0,0,0,0,0,3,0,0,0,49,10,79,54,24,42,0,4,0,44,44,18,358,0,1,0,0,0,6
Rolando Mandragora,CRO,66,SERI,M,36,3240,36,0,0,8,0,0,2,0,1,0,0,34,9,86,40,14,24,3,18,6,13,91,60,55,58,1068,1323,5,69,212,10,222,0,0,7,4,1,27,5,1,0,0,12,0,1856,18,203,182,559,9,70,0,344,129,0,0,0,0,8,4,19,15,5,1,0,0,57,5,0,0,0,0,1,0,0,63,63,0,69,2,0,2,0,1,15
Hugo Lloris,TOT,36,EPL,G,36,3240,36,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,2,750,996,0,9,296,1,12,5,3,0,0,0,0,0,0,0,0,0,0,1359,0,18,6,75,0,7,0,250,77,0,0,0,0,0,0,0,0,0,0,0,0,35,15,86,57,25,33,1,3,0,54,54,21,218,0,1,0,0,0,1
Djene Dakonam,GET,33,LIGA,D,36,3239,36,0,1,8,0,0,1,0,0,0,0,11,2,78,10,2,3,0,3,0,14,87,65,52,26,683,967,2,71,245,30,213,0,1,9,2,1,2,0,0,0,0,13,0,1509,28,71,138,234,4,23,0,343,118,0,0,0,0,0,0,0,0,4,0,0,0,32,13,0,0,0,0,1,0,0,186,186,0,86,0,1,1,0,0,33
Nicolas,VER,78,SERI,G,36,3239,36,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,1,2,11,634,1190,0,10,420,0,19,2,5,0,0,0,0,0,0,0,0,0,0,1731,0,32,6,234,0,8,0,578,236,0,0,0,0,0,0,0,0,0,0,0,0,71,7,165,103,61,11,1,8,2,30,30,13,377,0,0,0,0,0,0
Rodri,VIL,50,LIGA,M,37,3228,36,1,2,8,0,0,1,3,0,3,0,32,10,52,5,0,23,3,19,1,21,104,71,77,35,2225,2472,0,100,320,26,263,1,0,17,5,1,15,5,0,0,0,22,0,2973,34,305,192,921,4,16,0,308,232,0,0,0,0,0,0,0,0,9,0,0,0,45,10,0,0,0,0,0,0,0,96,96,0,162,1,0,2,1,0,29
Jordan 78etout,FIO,46,SERI,M,36,3212,36,0,4,10,0,1,8,1,1,1,0,62,19,38,121,39,52,4,34,17,4,65,45,42,29,1711,2033,6,35,242,34,162,0,0,11,8,5,51,11,3,1,0,33,0,2628,26,490,176,1096,9,165,0,507,251,3,2,0,1,10,5,72,69,16,11,4,2,38,12,0,0,0,0,0,0,0,50,50,0,125,1,0,0,1,5,46
